"ano";"id_org_unica";"org_limpo";"dotacao_atual_total";"pago_total";"dotacao_atual_invest";"pago_invest";"servidores_superior";"servidores_naosup";"pep_servidores";"forca_trabalho";"id_org_ano";"existencia";"estr_intl"
1997;27;"AGU - Advocacia Geral da União";NA;NA;NA;NA;NA;NA;NA;16;"199727";1;NA
1998;27;"AGU - Advocacia Geral da União";NA;NA;NA;NA;NA;NA;NA;2068;"199827";1;NA
1999;27;"AGU - Advocacia Geral da União";NA;NA;NA;NA;NA;NA;NA;2196;"199927";1;NA
2000;27;"AGU - Advocacia Geral da União";92451682;71077032;5987605;4119171;NA;NA;NA;2615;"200027";1;NA
2001;27;"AGU - Advocacia Geral da União";125041086;111052389;8499046;4720284;NA;NA;NA;3161;"200127";1;NA
2002;27;"AGU - Advocacia Geral da União";155876388;142112813;3660070;879018;NA;NA;NA;1683;"200227";1;NA
2003;27;"AGU - Advocacia Geral da União";246222205;211675714;6921442;2081548;NA;NA;NA;3804;"200327";1;NA
2004;27;"AGU - Advocacia Geral da União";855679261;796558509;14598576;1205468;NA;NA;NA;7382;"200427";1;NA
2005;27;"AGU - Advocacia Geral da União";1055289590;833935654;9218666;1417384;NA;NA;NA;7766;"200527";1;NA
2006;27;"AGU - Advocacia Geral da União";1141135024;1093274239;20776690;786108;NA;NA;NA;8249;"200627";1;NA
2007;27;"AGU - Advocacia Geral da União";1458331144;1383444871;18197408;2991998;NA;NA;NA;8900;"200727";1;NA
2008;27;"AGU - Advocacia Geral da União";1959309763;1828037271;77662580;2158961;NA;NA;NA;8977;"200827";1;NA
2009;27;"AGU - Advocacia Geral da União";2189399726;2072387449;24538735;5681682;NA;NA;NA;9111;"200927";1;NA
2010;27;"AGU - Advocacia Geral da União";2369824157;2282570545;32202223;11078475;NA;NA;NA;7351;"201027";1;1
2011;27;"AGU - Advocacia Geral da União";2442749174;2365751164;12936400;1176992;NA;NA;NA;7621;"201127";1;1
2012;27;"AGU - Advocacia Geral da União";2509071197;2401286209;19564498;798596;NA;NA;NA;7487;"201227";1;1
2013;27;"AGU - Advocacia Geral da União";2675202667;2562817187;5725600;1052660;NA;NA;NA;7435;"201327";1;1
2014;27;"AGU - Advocacia Geral da União";2870599245;2735599399;31600000;6556551;NA;NA;NA;9197;"201427";1;1
2015;27;"AGU - Advocacia Geral da União";3250639541;3049862399;72375680;458891;NA;NA;NA;NA;"201527";1;1
2016;27;"AGU - Advocacia Geral da União";3438675497;3330347653;10048329;273470;NA;NA;NA;NA;"201627";1;1
2017;27;"AGU - Advocacia Geral da União";3637802055;3503471125;23921897;690526;NA;NA;NA;NA;"201727";1;1
2018;27;"AGU - Advocacia Geral da União";3930824888;3497391752;21662069;1334246;NA;NA;NA;NA;"201827";1;1
2019;27;"AGU - Advocacia Geral da União";4066944825;3600634505;16821797;442511;NA;NA;NA;NA;"201927";1;1
2020;27;"AGU - Advocacia Geral da União";4075577557;3655138507;20754634;127484;NA;NA;NA;NA;"202027";1;1
2000;176;"Controladoria Geral da União";NA;NA;NA;NA;NA;NA;NA;NA;"2000176";0;NA
2001;176;"Controladoria Geral da União";NA;NA;NA;NA;NA;NA;NA;NA;"2001176";1;NA
2002;176;"Controladoria Geral da União";NA;NA;NA;NA;NA;NA;NA;NA;"2002176";1;0
2003;176;"Controladoria Geral da União";NA;NA;NA;NA;NA;NA;NA;NA;"2003176";1;0
2004;176;"Controladoria Geral da União";NA;NA;NA;NA;NA;NA;NA;NA;"2004176";1;0
2005;176;"Controladoria Geral da União";NA;NA;NA;NA;NA;NA;NA;NA;"2005176";1;0
2006;176;"Controladoria Geral da União";NA;NA;NA;NA;NA;NA;NA;NA;"2006176";1;1
2007;176;"Controladoria Geral da União";NA;NA;NA;NA;NA;NA;NA;NA;"2007176";1;1
2008;176;"Controladoria Geral da União";NA;NA;NA;NA;NA;NA;NA;NA;"2008176";1;1
2009;176;"Controladoria Geral da União";NA;NA;NA;NA;NA;NA;NA;NA;"2009176";1;1
2010;176;"Controladoria Geral da União";NA;NA;NA;NA;NA;NA;NA;NA;"2010176";1;1
2011;176;"Controladoria Geral da União";NA;NA;NA;NA;NA;NA;NA;NA;"2011176";1;1
2012;176;"Controladoria Geral da União";6999919;0;6999919;0;NA;NA;NA;NA;"2012176";1;1
2013;176;"Controladoria Geral da União";815962726;768466982;21576014;12499096;NA;NA;NA;NA;"2013176";1;1
2014;176;"Controladoria Geral da União";848787129;814493214;12983391;3294109;NA;NA;NA;NA;"2014176";1;1
2015;176;"Controladoria Geral da União";904573152;861686181;15653019;1965143;NA;NA;NA;NA;"2015176";1;1
2016;176;"Controladoria Geral da União";934831353;891469655;16847496;3109760;NA;NA;NA;NA;"2016176";1;1
2017;176;"Controladoria Geral da União";1023771647;966258197;11084782;2966852;2084;267;3221;NA;"2017176";1;1
2018;176;"Controladoria Geral da União";1082654205;954904898;14000725;5253477;2061;240;3241;NA;"2018176";1;1
2019;176;"Controladoria Geral da União";1142790180;1006400325;21167516;4180395;2037;217;3257;NA;"2019176";1;1
2020;176;"Controladoria Geral da União";1149166257;1034224350;19709525;3346831;2017;216;3269;NA;"2020176";1;1
1997;421;"Ministério da Agricultura, Pecuária e Abastecimento";NA;NA;NA;NA;NA;NA;NA;11703;"1997421";1;1
1998;421;"Ministério da Agricultura, Pecuária e Abastecimento";NA;NA;NA;NA;NA;NA;NA;11151;"1998421";1;1
1999;421;"Ministério da Agricultura, Pecuária e Abastecimento";NA;NA;NA;NA;5830;11109;47643;10771;"1999421";1;1
2000;421;"Ministério da Agricultura, Pecuária e Abastecimento";4731585950;3498998548;281832803;40253730;5724;10974;47274;10696;"2000421";1;1
2001;421;"Ministério da Agricultura, Pecuária e Abastecimento";6276027766;3426813052;379486903;64673468;6263;10880;47478;11164;"2001421";1;1
2002;421;"Ministério da Agricultura, Pecuária e Abastecimento";5486246009;3717093229;299769698;55430148;6827;10387;47288;11415;"2002421";1;1
2003;421;"Ministério da Agricultura, Pecuária e Abastecimento";5948894225;4123318755;195748295;16076567;6411;9959;46440;10973;"2003421";1;1
2004;421;"Ministério da Agricultura, Pecuária e Abastecimento";7049187846;3085177051;201993657;47231993;7038;9956;46904;11373;"2004421";1;1
2005;421;"Ministério da Agricultura, Pecuária e Abastecimento";5582580465;3878427210;370532107;57919089;7370;10079;47087;11742;"2005421";1;1
2006;421;"Ministério da Agricultura, Pecuária e Abastecimento";6065988895;4082531281;454106532;53484623;8021;9961;47298;11409;"2006421";1;1
2007;421;"Ministério da Agricultura, Pecuária e Abastecimento";6717882091;4094502490;622126494;73405408;8413;9737;47155;11551;"2007421";1;1
2008;421;"Ministério da Agricultura, Pecuária e Abastecimento";7496345576;4469247432;853835132;93863354;8785;9567;47100;11588;"2008421";1;1
2009;421;"Ministério da Agricultura, Pecuária e Abastecimento";9728452727;7474908729;1122352052;123468750;8995;9774;46948;12119;"2009421";1;1
2010;421;"Ministério da Agricultura, Pecuária e Abastecimento";9693984451;6508908905;1508666639;95205903;8671;9440;46356;11696;"2010421";1;1
2011;421;"Ministério da Agricultura, Pecuária e Abastecimento";10106845138;6695877476;1197393293;94097919;8526;9077;45819;11357;"2011421";1;1
2012;421;"Ministério da Agricultura, Pecuária e Abastecimento";11342500657;6707478227;1906649282;67245945;8598;8761;45421;11314;"2012421";1;1
2013;421;"Ministério da Agricultura, Pecuária e Abastecimento";11639957791;7244009634;1571279804;39296731;8436;8417;45008;10668;"2013421";1;1
2014;421;"Ministério da Agricultura, Pecuária e Abastecimento";11470023474;7652170803;1394648698;114615590;8610;8255;44931;11082;"2014421";1;1
2015;421;"Ministério da Agricultura, Pecuária e Abastecimento";12489910095;7970717552;1530230382;22968801;8412;7829;44191;10774;"2015421";1;1
2016;421;"Ministério da Agricultura, Pecuária e Abastecimento";12813238300;8845330281;876561969;115090076;8286;7572;43474;10620;"2016421";1;1
2017;421;"Ministério da Agricultura, Pecuária e Abastecimento";12416655581;9534358802;1080309183;52473376;7727;7117;42453;NA;"2017421";1;1
2018;421;"Ministério da Agricultura, Pecuária e Abastecimento";12172996402;8827544279;1218035443;106022543;7914;6564;42158;NA;"2018421";1;1
2019;421;"Ministério da Agricultura, Pecuária e Abastecimento";17837634971;12904693589;1752931340;35199184;7801;5105;42053;NA;"2019421";1;1
2020;421;"Ministério da Agricultura, Pecuária e Abastecimento";17292155290;12494196554;1745421797;40029557;7589;4561;41253;NA;"2020421";1;1
1997;422;"Ministério da Ciência e Tecnologia";NA;NA;NA;NA;NA;NA;NA;4571;"1997422";1;1
1998;422;"Ministério da Ciência e Tecnologia";NA;NA;NA;NA;NA;NA;NA;4355;"1998422";1;1
1999;422;"Ministério da Ciência e Tecnologia";NA;NA;NA;NA;1602;2285;7727;6875;"1999422";1;1
2000;422;"Ministério da Ciência e Tecnologia";1972380592;1509021404;341202787;130041942;1554;2165;5956;6893;"2000422";1;1
2001;422;"Ministério da Ciência e Tecnologia";2577331118;1885725035;525787480;175750455;3250;615;6098;6750;"2001422";1;1
2002;422;"Ministério da Ciência e Tecnologia";2835306953;1921084468;373207428;56180153;3430;639;6365;7051;"2002422";1;1
2003;422;"Ministério da Ciência e Tecnologia";3452912670;2282857147;240426180;87388640;3164;816;6316;6972;"2003422";1;1
2004;422;"Ministério da Ciência e Tecnologia";3948294428;2621053730;266063109;169637927;3091;797;6300;7152;"2004422";1;1
2005;422;"Ministério da Ciência e Tecnologia";5120710200;2996453695;702457282;240252330;3305;1025;6762;7243;"2005422";1;1
2006;422;"Ministério da Ciência e Tecnologia";5179659053;3129951031;1058175657;466096793;3217;1024;6687;7111;"2006422";1;1
2007;422;"Ministério da Ciência e Tecnologia";5447498470;3362895825;1049285619;436393454;3320;934;6689;6959;"2007422";1;1
2008;422;"Ministério da Ciência e Tecnologia";6407399232;4025762578;1175965749;449316535;3244;902;6574;6806;"2008422";1;1
2009;422;"Ministério da Ciência e Tecnologia";6599147980;4529584810;1235347517;468930757;3250;957;6698;6931;"2009422";1;1
2010;422;"Ministério da Ciência e Tecnologia";7878187273;5309612078;1682883483;533385411;3294;950;6825;7192;"2010422";1;1
2011;422;"Ministério da Ciência e Tecnologia";7348653791;4578672358;1205872728;345112277;3252;899;6899;7043;"2011422";1;1
2012;422;"Ministério da Ciência e Tecnologia";9610419387;5313924147;2320596529;357943717;3163;871;6897;6889;"2012422";1;1
2013;422;"Ministério da Ciência e Tecnologia";10592709774;6332157415;1649042334;328792711;3090;847;6855;7258;"2013422";1;1
2014;422;"Ministério da Ciência e Tecnologia";10215851696;6630474529;1321750072;326320821;2778;1026;6788;6887;"2014422";1;1
2015;422;"Ministério da Ciência e Tecnologia";10084697771;5819261618;969523151;120919501;2772;1059;6900;6652;"2015422";1;1
2016;422;"Ministério da Ciência e Tecnologia";9271969654;5995707643;676962735;266868272;2682;1034;6906;8654;"2016422";1;1
2017;422;"Ministério da Ciência e Tecnologia";14954716524;8092391439;850473116;380362954;2555;965;6874;NA;"2017422";1;1
2018;422;"Ministério da Ciência e Tecnologia";12345225985;8227748385;573706447;287475256;2512;923;6870;NA;"2018422";1;1
2019;422;"Ministério da Ciência e Tecnologia";13909133639;7661043463;459628457;236711182;2408;848;6820;NA;"2019422";1;1
2020;422;"Ministério da Ciência e Tecnologia";13604870061;6984365336;503984115;254150011;2370;815;6771;NA;"2020422";1;1
1997;423;"Ministério da Cultura";NA;NA;NA;NA;NA;NA;NA;2844;"1997423";1;1
1998;423;"Ministério da Cultura";NA;NA;NA;NA;NA;NA;NA;2695;"1998423";1;1
1999;423;"Ministério da Cultura";NA;NA;NA;NA;158;219;727;2585;"1999423";1;1
2000;423;"Ministério da Cultura";325449005;225411232;65698096;26804478;145;214;715;2539;"2000423";1;1
2001;423;"Ministério da Cultura";365588537;238860722;68421060;20243158;150;208;715;2508;"2001423";1;1
2002;423;"Ministério da Cultura";415231962;245792772;100678078;12314840;151;187;697;2477;"2002423";1;1
2003;423;"Ministério da Cultura";397424726;227507371;81905305;5829673;158;219;733;2391;"2003423";1;0
2004;423;"Ministério da Cultura";523658926;308432352;97761116;12665068;252;254;863;2589;"2004423";1;0
2005;423;"Ministério da Cultura";670823593;403276986;129199915;37777160;258;254;873;2591;"2005423";1;0
2006;423;"Ministério da Cultura";787585683;474095701;147996602;28874049;281;250;892;2960;"2006423";1;0
2007;423;"Ministério da Cultura";1077744578;497484984;271167573;27379005;292;255;902;2976;"2007423";1;0
2008;423;"Ministério da Cultura";1334519461;631120034;263106067;23449591;299;243;895;2946;"2008423";1;0
2009;423;"Ministério da Cultura";1389828988;795719115;206370091;21735531;366;302;1018;3157;"2009423";1;1
2010;423;"Ministério da Cultura";2292155141;920332559;436228889;49887586;473;379;1206;3774;"2010423";1;1
2011;423;"Ministério da Cultura";2168483220;759486890;516823037;20926487;479;376;1219;3724;"2011423";1;1
2012;423;"Ministério da Cultura";3025690190;988126694;898416372;85102047;492;355;1216;3612;"2012423";1;1
2013;423;"Ministério da Cultura";3387770611;1009012354;1078491053;108049706;634;353;1367;3775;"2013423";1;1
2014;423;"Ministério da Cultura";3327434400;1054817413;510507202;30968628;654;373;1403;3851;"2014423";1;1
2015;423;"Ministério da Cultura";3364096163;1014871065;380554371;37790855;641;338;1372;3832;"2015423";1;1
2016;423;"Ministério da Cultura";2587463803;1114839004;204649996;68894971;537;263;1197;3536;"2016423";1;1
2017;423;"Ministério da Cultura";2647913077;1200838601;234113246;82911059;552;250;1208;NA;"2017423";1;1
2018;423;"Ministério da Cultura";2618581906;1167182603;217984471;100595011;524;231;1157;NA;"2018423";1;1
2019;423;"Ministério da Cultura";NA;NA;NA;NA;NA;NA;NA;NA;"2019423";0;1
2020;423;"Ministério da Cultura";NA;NA;NA;NA;NA;NA;NA;NA;"2020423";0;1
1997;424;"Ministério da Defesa";NA;NA;NA;NA;NA;NA;NA;35362;"1997424";0;NA
1998;424;"Ministério da Defesa";NA;NA;NA;NA;NA;NA;NA;33901;"1998424";0;NA
1999;424;"Ministério da Defesa";NA;NA;NA;NA;5862;26353;99624;32031;"1999424";1;1
2000;424;"Ministério da Defesa";21731141998;19642033993;1841407638;1230127230;5665;25526;98563;31004;"2000424";1;1
2001;424;"Ministério da Defesa";25485700435;23961184115;1930521338;1164584761;8802;21184;97247;29782;"2001424";1;1
2002;424;"Ministério da Defesa";29004079074;26930117850;2117374260;1042922260;9376;20373;96283;29608;"2002424";1;1
2003;424;"Ministério da Defesa";28824322889;25015916192;1469079037;474979765;9223;19677;95540;28710;"2003424";1;1
2004;424;"Ministério da Defesa";30817948169;27308310277;1641696396;851801221;9827;19288;95460;28899;"2004424";1;1
2005;424;"Ministério da Defesa";34994908939;30759497458;2004274677;909636686;10076;19174;95168;29002;"2005424";1;1
2006;424;"Ministério da Defesa";38406483176;34487207155;2304947417;1153997193;9782;18489;92929;28369;"2006424";1;1
2007;424;"Ministério da Defesa";41709137150;37765050922;3058961723;1397155304;9356;17538;91055;27518;"2007424";1;1
2008;424;"Ministério da Defesa";48044147513;40713280631;4114580754;2001958505;9260;16991;89750;27246;"2008424";1;1
2009;424;"Ministério da Defesa";55286016591;48007198108;7127069716;2930756623;9704;16935;88857;27702;"2009424";1;1
2010;424;"Ministério da Defesa";63371154424;55259374780;9939780964;5401018451;9591;16193;87715;27152;"2010424";1;1
2011;424;"Ministério da Defesa";64576589525;57224496113;7496740840;3805174710;9398;15132;86500;25783;"2011424";1;1
2012;424;"Ministério da Defesa";72438000180;59750154875;13928475730;5162740525;8998;14152;84975;22988;"2012424";1;1
2013;424;"Ministério da Defesa";74392376930;64095150332;9974969558;4248670467;8759;13156;83565;21735;"2013424";1;1
2014;424;"Ministério da Defesa";80961206895;70877260931;9764000107;4791982106;8111;13266;82256;21080;"2014424";1;1
2015;424;"Ministério da Defesa";87950435439;73843568577;11194605080;2468023908;8145;12528;80805;20384;"2015424";1;1
2016;424;"Ministério da Defesa";86435912282;79740762836;7313613463;4519726458;7600;12115;78339;19435;"2016424";1;1
2017;424;"Ministério da Defesa";94987261952;87625639492;8870095530;5884596238;7295;11349;75499;NA;"2017424";1;1
2018;424;"Ministério da Defesa";1,05e+13;91686035922;8539147252;6115234113;7203;10538;73978;NA;"2018424";1;1
2019;424;"Ministério da Defesa";1,15e+13;1,01e+13;8135320946;5544210205;6536;9207;71891;NA;"2019424";1;1
2020;424;"Ministério da Defesa";1,16e+13;1e+13;7726418312;5858564623;6352;8403;69636;NA;"2020424";1;1
1999;427;"Ministério da Fazenda";NA;NA;NA;NA;42083;61745;216275;26958;"1999427";1;1
2000;427;"Ministério da Fazenda";13204117394;5342128170;113118600;30548407;41848;59745;213675;25331;"2000427";1;1
2001;427;"Ministério da Fazenda";12587058960;5952385458;168375373;48680042;52525;48433;213437;26098;"2001427";1;1
2002;427;"Ministério da Fazenda";12999074827;6499379860;199563045;69350832;50993;50128;214032;26297;"2002427";1;1
2003;427;"Ministério da Fazenda";10802162870;7759187480;60350576;23667918;50083;49509;215467;25622;"2003427";1;1
2004;427;"Ministério da Fazenda";10365138747;8772868216;114472954;60379980;51243;48440;216044;26098;"2004427";1;1
2005;427;"Ministério da Fazenda";11022019224;9047969199;351633904;202782676;53031;47668;217069;26404;"2005427";1;1
2006;427;"Ministério da Fazenda";11862029149;10354998496;331179612;52125122;57268;47009;220292;28672;"2006427";1;1
2007;427;"Ministério da Fazenda";15122807004;12762516856;269470831;47893351;58123;45773;219917;33233;"2007427";1;1
2008;427;"Ministério da Fazenda";16883547780;13972215388;173801885;22638898;58777;45868;220623;33033;"2008427";1;1
2009;427;"Ministério da Fazenda";19073312961;15676749625;177041195;27870998;59702;44821;220700;34301;"2009427";1;1
2010;427;"Ministério da Fazenda";21126727842;17000687641;231653838;49620245;61067;42613;221176;35380;"2010427";1;1
2011;427;"Ministério da Fazenda";21928210889;18335541502;386827756;209443373;59748;41032;219387;34348;"2011427";1;1
2012;427;"Ministério da Fazenda";24439278934;18979186201;1113221946;209926858;57734;42461;219229;33292;"2012427";1;1
2013;427;"Ministério da Fazenda";25978299434;20264877229;1129815809;159190193;60688;40313;220815;33228;"2013427";1;1
2014;427;"Ministério da Fazenda";28568603844;20521317778;973047456;157995280;61104;39228;221045;33075;"2014427";1;1
2015;427;"Ministério da Fazenda";32543619556;22085795511;807073576;184851828;59795;37774;219119;32673;"2015427";1;1
2016;427;"Ministério da Fazenda";26522889223;21930624178;516181531;183313173;58760;36986;217532;31857;"2016427";1;1
2017;427;"Ministério da Fazenda";28247924127;25180485823;589529454;232501906;58886;37417;221657;NA;"2017427";1;1
2018;427;"Ministério da Fazenda";30854153933;25401011383;467059175;178511926;57343;36229;220662;NA;"2018427";1;1
2019;425;"Ministério da Economia";7,73e+13;7,22e+13;851607828;203683556;61491;35017;252557;NA;"2019425";1;1
2020;425;"Ministério da Economia";8,8e+13;7,87e+13;597109010;169327297;61838;34479;299333;NA;"2020425";1;1
1997;426;"Ministério da Educação";NA;NA;NA;NA;NA;NA;NA;174966;"1997426";1;1
1998;426;"Ministério da Educação";NA;NA;NA;NA;NA;NA;NA;168403;"1998426";1;1
1999;426;"Ministério da Educação";NA;NA;NA;NA;75279;79696;239553;165510;"1999426";1;1
2000;426;"Ministério da Educação";14359294228;11541552456;1107120168;312975460;77187;77835;240796;165595;"2000426";1;1
2001;426;"Ministério da Educação";16760032191;13234679547;1468831890;508581754;92980;60010;239999;163479;"2001426";1;1
2002;426;"Ministério da Educação";18261210134;15760729579;984810859;305935843;96591;58236;243943;165163;"2002426";1;1
2003;426;"Ministério da Educação";18902857426;16570771043;709871441;245636182;96766;58075;248540;164870;"2003426";1;1
2004;426;"Ministério da Educação";19521090512;17157878368;695394091;264227336;101518;60025;256312;171925;"2004426";1;1
2005;426;"Ministério da Educação";22329424928;18082501459;1110137410;292232186;103018;59635;259162;173181;"2005426";1;1
2006;426;"Ministério da Educação";24904363112;21673566266;1349736722;288036017;109133;59270;266144;179449;"2006426";1;1
2007;426;"Ministério da Educação";29474812754;24625885394;2920772513;640838680;111309;57864;268690;180895;"2007426";1;1
2008;426;"Ministério da Educação";34820102236;28984386427;3748817754;739783613;118517;56950;277436;188440;"2008426";1;1
2009;426;"Ministério da Educação";45283180939;36388742028;5701161494;1231275183;128267;55646;288086;199174;"2009426";1;1
2010;426;"Ministério da Educação";58060911146;47327358112;7271410535;2642570738;158221;59954;331740;215025;"2010426";1;1
2011;426;"Ministério da Educação";68388140257;53551493297;9353958285;2656516692;172944;58522;348749;227848;"2011426";1;1
2012;426;"Ministério da Educação";85179469661;62498898963;18046331566;5614315195;185272;57041;362972;238335;"2012426";1;1
2013;426;"Ministério da Educação";92362047862;69913265639;13770531295;2211023664;200277;53417;378218;247961;"2013426";1;1
2014;426;"Ministério da Educação";1,01e+13;79730860685;14497899431;2608328317;220707;51961;400052;270024;"2014426";1;1
2015;426;"Ministério da Educação";1,1e+13;86019861161;13163047445;1363970692;238501;42851;412507;278444;"2015426";1;1
2016;426;"Ministério da Educação";1,06e+13;90683711320;6348185576;1685099241;252488;38750;426344;288314;"2016426";1;1
2017;426;"Ministério da Educação";1,11e+13;96611127215;6116785878;1161387017;261824;35247;438250;NA;"2017426";1;1
2018;426;"Ministério da Educação";1,16e+13;98161637160;4322191693;1621864747;269125;31732;446070;NA;"2018426";1;1
2019;426;"Ministério da Educação";1,24e+13;1,01e+13;5881335448;836128009;272632;27411;451619;NA;"2019426";1;1
2020;426;"Ministério da Educação";1,19e+13;99444843487;4351657589;1121549216;269796;24823;446880;NA;"2020426";1;1
1997;427;"Ministério da Fazenda";NA;NA;NA;NA;NA;NA;NA;26207;"1997427";1;1
1998;427;"Ministério da Fazenda";NA;NA;NA;NA;NA;NA;NA;28080;"1998427";1;1
2019;753;"Ministério da Infraestrutura";21114197720;11952260695;7702299595;4773912572;4615;2888;NA;NA;"2019753";1;1
2020;753;"Ministério da Infraestrutura";22590072422;10559612835;8450015694;5133576388;4585;2787;NA;NA;"2020753";1;0
1997;428;"Ministério da Integração Nacional";NA;NA;NA;NA;NA;NA;NA;NA;"1997428";0;NA
1998;428;"Ministério da Integração Nacional";NA;NA;NA;NA;NA;NA;NA;NA;"1998428";0;NA
1999;428;"Ministério da Integração Nacional";NA;NA;NA;NA;1022;2028;15043;184;"1999428";1;NA
2003;428;"Ministério da Integração Nacional";7046859096;3961846350;1834117774;108619033;1000;1639;13978;2469;"2003428";1;0
2004;428;"Ministério da Integração Nacional";6045737995;4732141200;1266527281;3756370868;1288;1716;14297;2764;"2004428";1;0
2005;428;"Ministério da Integração Nacional";7882293369;5253682421;2477019460;410030099;1249;1669;14162;2674;"2005428";1;0
2006;428;"Ministério da Integração Nacional";7777893214;5460397252;1974230675;3232631128;1301;1658;14105;2667;"2006428";1;0
2007;428;"Ministério da Integração Nacional";10838557940;6216999628;4200408959;4469985587;1356;1668;14042;2719;"2007428";1;0
2008;428;"Ministério da Integração Nacional";13494942705;7878998889;5497814993;5930540349;1421;1646;14011;2759;"2008428";1;0
2009;428;"Ministério da Integração Nacional";14838806373;8628942889;5658201370;1331822946;1479;1614;13775;2793;"2009428";1;0
2010;428;"Ministério da Integração Nacional";9186117398;3911960277;7171064499;2289914286;1691;1657;13910;3060;"2010428";1;0
2011;428;"Ministério da Integração Nacional";7639556196;2375274866;5527806886;780030755;1675;1603;13721;2962;"2011428";1;0
