"ano";"dotacao_atual_total";"pago_total";"dotacao_atual_invest";"pago_invest";"org_limpo";"id_org_limpo";"servidores_superior";"servidores_naosup";"forca_trabalho"
2013;12849894089;9213095914;2400182290;384550802;"Ministério da Justiça";429;22225;10089;32063
2014;12756351338;9224181566;1871913311;122254675;"Ministério da Justiça";429;23479;9861;32897
2015;13484627648;9962542811;1715859306;62476408;"Ministério da Justiça";429;23416;9199;32156
2016;15750019143;11972693039;2600819143;1193081641;"Ministério da Justiça";429;24351;8856;32777
2017;17066014731;13093874951;2292861021;538756730;"Ministério da Justiça";429;23767;8316;NA
2018;16814108168;12356004694;1799567408;214831311;"Ministério da Justiça";429;23692;7839;NA
2019;18546428199;12999760782;2748115868;375246720;"Ministério da Justiça";429;23802;7355;NA
2020;19281885360;14591430391;2985675016;1086689626;"Ministério da Justiça";429;25985;6452;NA
2000;753366100;485156504;63386795;7818980;"Ministério de Minas e Energia";436;1120;1030;1936
2001;1284219250;733318953;141609773;10606837;"Ministério de Minas e Energia";436;1136;1000;1902
2002;3013377442;1692544345;237917965;12476761;"Ministério de Minas e Energia";436;1342;929;2104
2003;2907750529;1316499572;134712642;10457923;"Ministério de Minas e Energia";436;1258;928;2022
2004;3045794020;601780800;66374714;34837501;"Ministério de Minas e Energia";436;1255;930;2028
2005;4491759944;771721977;40411468;13133413;"Ministério de Minas e Energia";436;1502;1004;2351
2006;4353893635;683390152;34915278;14497245;"Ministério de Minas e Energia";436;1758;1066;2678
2007;5488880956;799620574;49986107;15323853;"Ministério de Minas e Energia";436;1733;1065;2645
2008;6291880844;1009428969;62547581;12116672;"Ministério de Minas e Energia";436;2029;1081;2957
2009;7327283033;1109764189;68885134;20661140;"Ministério de Minas e Energia";436;2154;1263;3257
2010;7377248706;1150165321;113840076;18160784;"Ministério de Minas e Energia";436;2391;1312;3353
2011;8162054183;1316554641;184523061;15345408;"Ministério de Minas e Energia";436;2536;1728;3596
2012;8205096332;1354471932;168652198;25378631;"Ministério de Minas e Energia";436;2449;1858;3385
2013;11078925356;1533538318;214968724;33988706;"Ministério de Minas e Energia";436;2548;1830;3418
2014;5010696034;1617630990;148296897;17412151;"Ministério de Minas e Energia";436;2575;1795;4202
2015;4532093237;2387437599;141187688;15330485;"Ministério de Minas e Energia";436;2565;1786;4196
2016;8321866339;5426842788;100611047;33209922;"Ministério de Minas e Energia";436;2496;1747;4101
2017;4001715662;2705513818;69935550;6887364;"Ministério de Minas e Energia";436;2489;1690;NA
2018;15461092392;7517143198;101741924;18571172;"Ministério de Minas e Energia";436;2418;1641;NA
2019;43623193759;38232590440;179358994;34086238;"Ministério de Minas e Energia";436;2425;1525;NA
2020;7978833355;4819454138;121624950;37204409;"Ministério de Minas e Energia";436;2403;1461;NA
2000;75552882847;74270255428;93046373;39712198;"Ministério da Previdência Social";431;434;673;40664
2001;86777469658;85754729000;175750318;23655361;"Ministério da Previdência Social";431;481;626;40121
2002;1e+18;98867996096;157917037;13869137;"Ministério da Previdência Social";431;503;565;39523
2003;1,16e+17;1,13e+18;57218489;4615762;"Ministério da Previdência Social";431;493;551;40254
2004;1,34e+18;1,32e+18;41050725;8087499;"Ministério da Previdência Social";431;953;733;40660
2005;1,55e+18;1,53e+17;100906731;5770782;"Ministério da Previdência Social";431;1785;1063;42202
2006;1,75e+18;1,74e+18;208164288;21901750;"Ministério da Previdência Social";431;1845;1081;43782
2007;1,93e+18;1,92e+18;131250000;12685811;"Ministério da Previdência Social";431;797;616;39771
2008;2,12e+18;1,94e+18;172228238;22559044;"Ministério da Previdência Social";431;829;604;39983
2009;2,41e+18;2,24e+18;781788118;22747000;"Ministério da Previdência Social";431;820;592;39006
2010;2,68e+18;2,54e+18;186468950;35263914;"Ministério da Previdência Social";431;762;679;39557
2011;2,96e+18;2,81e+18;157984976;15794769;"Ministério da Previdência Social";431;811;668;38239
2012;3,32e+18;3,16e+18;329972988;40663309;"Ministério da Previdência Social";431;822;637;38906
2013;3,72e+18;3,56e+18;217920119;19731634;"Ministério da Previdência Social";431;741;598;40285
2014;4,16e+18;3,92e+18;148575538;76750933;"Ministério da Previdência Social";431;730;566;39205
2015;4,55e+18;4,28e+18;43218871;12957771;"Ministério da Previdência Social";431;757;533;37924
2016;0;0;0;0;"Ministério da Previdência Social";431;727;516;36709
2017;NA;NA;NA;NA;"Ministério da Previdência Social";431;NA;NA;NA
2018;NA;NA;NA;NA;"Ministério da Previdência Social";431;NA;NA;NA
2019;NA;NA;NA;NA;"Ministério da Previdência Social";431;NA;NA;NA
2020;NA;NA;NA;NA;"Ministério da Previdência Social";431;NA;NA;NA
2000;814814123;830179797;16759729;10825246;"Ministério das Relações Exteriores";435;1968;1162;2993
2001;1007040716;1003157126;17264894;10309121;"Ministério das Relações Exteriores";435;2044;1034;2943
2002;1278837222;1426925908;12605000;15632209;"Ministério das Relações Exteriores";435;2082;1049;2998
2003;1333866967;1252837526;12776090;8734581;"Ministério das Relações Exteriores";435;2038;1010;2917
2004;1853305765;1370666711;39665186;27616551;"Ministério das Relações Exteriores";435;2114;982;2962
2005;1842500688;1525761381;68151689;62921888;"Ministério das Relações Exteriores";435;2303;1014;3173
2006;1642401788;1501281648;39506376;21944256;"Ministério das Relações Exteriores";435;2349;994;3214
2007;1966881218;1620953822;27159236;21832925;"Ministério das Relações Exteriores";435;2479;965;3335
2008;1889502508;2049145090;38569180;40606430;"Ministério das Relações Exteriores";435;2585;986;3467
2009;2096962945;1735373197;54415987;41182360;"Ministério das Relações Exteriores";435;2766;962;3619
2010;2454875566;2089697232;8,1e+09;36474174;"Ministério das Relações Exteriores";435;2856;940;3727
2011;2520589665;2155615828;60315000;28705204;"Ministério das Relações Exteriores";435;2842;902;3670
2012;2649969128;2484578709;102461500;43604419;"Ministério das Relações Exteriores";435;2831;869;3619
2013;2619444587;2494945961;33944500;16648753;"Ministério das Relações Exteriores";435;2785;832;3528
2014;2680771277;2669999494;32121266;26471477;"Ministério das Relações Exteriores";435;2770;799;3451
2015;3375592276;3397099674;69494042;18588495;"Ministério das Relações Exteriores";435;2707;752;3353
2016;3558524635;2974176983;52934401;20156945;"Ministério das Relações Exteriores";435;2697;718;3321
2017;3196688847;3110151196;47700711;23406368;"Ministério das Relações Exteriores";435;2696;663;NA
2018;3678850884;3481107440;76910125;45765601;"Ministério das Relações Exteriores";435;2685;635;NA
2019;3994449554;3586822883;67467000;39596758;"Ministério das Relações Exteriores";435;2620;553;NA
2020;4529619252;4173880035;24934124;12964497;"Ministério das Relações Exteriores";435;2644;530;NA
2000;23544545044;20840655477;1686298951;202780679;"Ministério da Saúde";432;38767;71394;102480
2001;27211001298;23235189033;2961380874;381356013;"Ministério da Saúde";432;42658;65630;104948
2002;29925612516;26027957018;2418924125;476853178;"Ministério da Saúde";432;43228;62687;103634
2003;31173255487;28219878370;1427164743;173163772;"Ministério da Saúde";432;41529;65395;105238
2004;38216590428;33652264131;2496791961;574587368;"Ministério da Saúde";432;40852;63902;103483
2005;42931340522;36845040043;2589449989;265718665;"Ministério da Saúde";432;42786;64416;106079
2006;46180558742;39949908860;3316729809;431530233;"Ministério da Saúde";432;45402;64493;109107
2007;52992319275;43839983401;4714740331;208289099;"Ministério da Saúde";432;44533;62504;106259
2008;56736426612;48421304530;3940089746;278106508;"Ministério da Saúde";432;44221;62176;105621
2009;64328379880;54319012576;4263054204;353684527;"Ministério da Saúde";432;43964;62304;105456
2010;69790948315;60924192394;4580980079;667007566;"Ministério da Saúde";432;43687;59788;102865
2011;80873978125;70101574690;5752205868;730674040;"Ministério da Saúde";432;43259;57253;99962
2012;95903835874;78272325636;12142587347;1310363864;"Ministério da Saúde";432;43140;55188;97798
2013;1,01e+18;83825836820;9382218737;1246894919;"Ministério da Saúde";432;45193;52957;97632
2014;1,08e+18;94107630692;9444750766;1481059029;"Ministério da Saúde";432;48989;51674;99751
2015;1,21e+18;1,02e+18;10286884924;1125731606;"Ministério da Saúde";432;51751;49710;100806
2016;1,21e+18;1,09e+18;6769116206;2023832202;"Ministério da Saúde";432;54767;48173;102314
2017;1,3e+18;1,12e+18;8216962892;922360567;"Ministério da Saúde";432;57971;45796;NA
2018;1,32e+18;1,17e+16;5416571103;1975694305;"Ministério da Saúde";432;58374;43337;NA
2019;1,38e+18;1,24e+18;4506624961;1179557218;"Ministério da Saúde";432;62266;36770;NA
2020;1,98e+18;1,6e+18;6160946348;3212149464;"Ministério da Saúde";432;63639;33281;NA
2000;NA;NA;NA;NA;"Controladoria Geral da União";176;NA;NA;NA
2001;NA;NA;NA;NA;"Controladoria Geral da União";176;NA;NA;NA
2002;NA;NA;NA;NA;"Controladoria Geral da União";176;NA;NA;NA
2003;NA;NA;NA;NA;"Controladoria Geral da União";176;NA;NA;NA
2004;NA;NA;NA;NA;"Controladoria Geral da União";176;NA;NA;NA
2005;NA;NA;NA;NA;"Controladoria Geral da União";176;NA;NA;NA
2006;NA;NA;NA;NA;"Controladoria Geral da União";176;NA;NA;NA
2007;NA;NA;NA;NA;"Controladoria Geral da União";176;NA;NA;NA
2008;NA;NA;NA;NA;"Controladoria Geral da União";176;NA;NA;NA
2009;NA;NA;NA;NA;"Controladoria Geral da União";176;NA;NA;NA
2010;NA;NA;NA;NA;"Controladoria Geral da União";176;NA;NA;NA
2011;NA;NA;NA;NA;"Controladoria Geral da União";176;NA;NA;NA
2012;NA;NA;NA;NA;"Controladoria Geral da União";176;NA;NA;NA
2013;NA;NA;NA;NA;"Controladoria Geral da União";176;NA;NA;NA
2014;NA;NA;NA;NA;"Controladoria Geral da União";176;NA;NA;NA
2015;NA;NA;NA;NA;"Controladoria Geral da União";176;NA;NA;NA
2016;NA;NA;NA;NA;"Controladoria Geral da União";176;NA;NA;NA
2017;1023771647;966258197;11084782;2966852;"Controladoria Geral da União";176;2084;267;NA
2018;1082654205;954904898;14000725;5253477;"Controladoria Geral da União";176;2061;240;NA
2019;1142790180;1006400325;21167516;4180395;"Controladoria Geral da União";176;2037;217;NA
2020;1149166257;1034224350;19709525;3346831;"Controladoria Geral da União";176;2017;216;NA
2000;10425294687;9677040852;63600505;27296973;"Ministério do Trabalho e Emprego";445;4378;3260;7787
2001;11817490854;11410656277;109026126;47402816;"Ministério do Trabalho e Emprego";445;4548;3002;7699
2002;15410471635;14713713280;88380760;42492386;"Ministério do Trabalho e Emprego";445;4670;2837;7671
2003;21698290775;17076014075;31271876;13927036;"Ministério do Trabalho e Emprego";445;4317;2753;7221
2004;28464803113;19118394606;45209426;18265430;"Ministério do Trabalho e Emprego";445;4435;2671;7268
2005;31530616493;22890632655;34799277;18748088;"Ministério do Trabalho e Emprego";445;4442;2596;7195
2006;35028110031;27145549138;29947846;18991330;"Ministério do Trabalho e Emprego";445;4373;2517;7044
2007;36323164763;29695101004;50985893;29814737;"Ministério do Trabalho e Emprego";445;4671;2435;7270
2008;40876974466;34056365114;98032749;19103554;"Ministério do Trabalho e Emprego";445;4637;2308;7091
2009;46253005761;41470991646;67315196;9660980;"Ministério do Trabalho e Emprego";445;5401;3291;8837
2010;47649711625;46004302616;53687466;6560422;"Ministério do Trabalho e Emprego";445;5516;3257;8975
2011;55738243295;53308332356;92221614;11427921;"Ministério do Trabalho e Emprego";445;5549;3170;8924
2012;67690195669;57896420816;116716835;10740947;"Ministério do Trabalho e Emprego";445;5403;3017;8650
2013;70629978975;64786547212;97529095;5348359;"Ministério do Trabalho e Emprego";445;5239;2882;8333
2014;77070781638;70651940769;114044149;11302427;"Ministério do Trabalho e Emprego";445;5260;2942;8338
2015;86683256512;82031906077;146429031;9547003;"Ministério do Trabalho e Emprego";445;5002;2810;7971
2016;0;0;0;0;"Ministério do Trabalho e Emprego";445;4925;2695;7762
2017;NA;NA;NA;NA;"Ministério do Trabalho e Emprego";445;4693;2584;NA
2018;NA;NA;NA;NA;"Ministério do Trabalho e Emprego";445;4521;2418;NA
2019;NA;NA;NA;NA;"Ministério do Trabalho e Emprego";445;NA;NA;NA
2020;NA;NA;NA;NA;"Ministério do Trabalho e Emprego";445;NA;NA;NA
2000;8135633921;3643141445;4293262799;1473053487;"Ministério da Infra-Estrutura";700;1745;3269;NA
2001;8066401025;4771052265;4152580690;1552166178;"Ministério da Infra-Estrutura";700;1933;3036;NA
2002;10880189948;5573962719;3927069779;943660566;"Ministério da Infra-Estrutura";700;2286;2790;NA
2003;11546308895;3359051408;3091957985;370670727;"Ministério da Infra-Estrutura";700;1974;2050;NA
2004;9978646230;3710965983;3603381574;1041056729;"Ministério da Infra-Estrutura";700;2006;2500;NA
2005;10197955383;4804367739;6565282216;2065904152;"Ministério da Infra-Estrutura";700;2128;2713;NA
2006;9652097975;4836135784;6198310066;2040196730;"Ministério da Infra-Estrutura";700;2866;3047;NA
2007;14368792580;6333000189;10878169185;3372103129;"Ministério da Infra-Estrutura";700;3393;3203;NA
2008;15119964134;4982875467;10977034474;2075908149;"Ministério da Infra-Estrutura";700;3723;3054;NA
2009;16691039013;7725403120;12558970312;4307124102;"Ministério da Infra-Estrutura";700;4019;3472;NA
2010;21249921408;10394067077;16274300187;6676753957;"Ministério da Infra-Estrutura";700;4457;3753;NA
2011;22321856817;10353591784;17116207955;6079396610;"Ministério da Infra-Estrutura";700;4491;3676;NA
2012;28348000890;9169820724;23163081844;4723282806;"Ministério da Infra-Estrutura";700;4328;3619;NA
2013;21124197377;9079670547;15181987707;4369416370;"Ministério da Infra-Estrutura";700;4839;3816;NA
2014;21730763598;9998181329;16305813264;5225165065;"Ministério da Infra-Estrutura";700;4830;3658;NA
2015;19083215035;7122987870;12917391607;1968974729;"Ministério da Infra-Estrutura";700;4847;3562;NA
2016;13977448475;8909163446;8167761981;3557165552;"Ministério da Infra-Estrutura";700;4779;3433;NA
2017;26124487611;14657779043;10003831064;5562804953;"Ministério da Infra-Estrutura";700;4961;3424;NA
2018;20035633212;12249926243;8428047373;5344537698;"Ministério da Infra-Estrutura";700;4885;3338;NA
2019;21114197720;11952260695;7702299595;4773912572;"Ministério da Infra-Estrutura";700;4615;2888;NA
2020;22590072422;10559612835;8450015694;5133576388;"Ministério da Infra-Estrutura";700;4585;2787;NA
2000;NA;NA;NA;NA;"Ministério do Trabalho e Emprego";445;4378;3260;7787
2001;NA;NA;NA;NA;"Ministério do Trabalho e Emprego";445;4548;3002;7699
2002;NA;NA;NA;NA;"Ministério do Trabalho e Emprego";445;4670;2837;7671
2003;NA;NA;NA;NA;"Ministério do Trabalho e Emprego";445;4317;2753;7221
2004;NA;NA;NA;NA;"Ministério do Trabalho e Emprego";445;4435;2671;7268
2005;NA;NA;NA;NA;"Ministério do Trabalho e Emprego";445;4442;2596;7195
2006;NA;NA;NA;NA;"Ministério do Trabalho e Emprego";445;4373;2517;7044
2007;NA;NA;NA;NA;"Ministério do Trabalho e Emprego";445;4671;2435;7270
2008;NA;NA;NA;NA;"Ministério do Trabalho e Emprego";445;4637;2308;7091
2009;NA;NA;NA;NA;"Ministério do Trabalho e Emprego";445;5401;3291;8837
2010;NA;NA;NA;NA;"Ministério do Trabalho e Emprego";445;5516;3257;8975
2011;NA;NA;NA;NA;"Ministério do Trabalho e Emprego";445;5549;3170;8924
2012;NA;NA;NA;NA;"Ministério do Trabalho e Emprego";445;5403;3017;8650
2013;NA;NA;NA;NA;"Ministério do Trabalho e Emprego";445;5239;2882;8333
2014;NA;NA;NA;NA;"Ministério do Trabalho e Emprego";445;5260;2942;8338
2015;NA;NA;NA;NA;"Ministério do Trabalho e Emprego";445;5002;2810;7971
2016;6,09e+18;5,89e+18;140982714;28438938;"Ministério do Trabalho e Emprego";445;4925;2695;7762
2017;86446117261;77888666875;94782384;27460249;"Ministério do Trabalho e Emprego";445;4693;2584;NA
2018;84001509692;78475811483;55202550;6526485;"Ministério do Trabalho e Emprego";445;4521;2418;NA
2019;NA;NA;NA;NA;"Ministério do Trabalho e Emprego";445;NA;NA;NA
2020;NA;NA;NA;NA;"Ministério do Trabalho e Emprego";445;NA;NA;NA
2000;870019447;643166115;82832731;7352169;"Ministério das Comunicações";434;256;469;1525
2001;2331369733;764813228;1008090784;18072661;"Ministério das Comunicações";434;259;410;1644
2002;2843773141;918412671;823304266;31431723;"Ministério das Comunicações";434;246;325;1761
2003;2038887405;958070891;55156044;10274925;"Ministério das Comunicações";434;223;305;1685
2004;2203222250;972796577;62900855;13451725;"Ministério das Comunicações";434;227;299;1604
2005;3661098976;1013807642;150681968;12477180;"Ministério das Comunicações";434;239;289;2000
2006;4039328645;1052371635;120311424;9212454;"Ministério das Comunicações";434;301;317;2009
2007;4900245467;1149094411;175565323;9775204;"Ministério das Comunicações";434;297;310;2048
2008;5007170343;1149047166;38384381;1021983;"Ministério das Comunicações";434;299;311;1971
2009;6546283358;1275710269;114151836;2000338;"Ministério das Comunicações";434;356;304;2156
2010;3404772540;1412985938;92359270;5267787;"Ministério das Comunicações";434;470;329;2348
2011;4532969945;1580117262;122521956;18173086;"Ministério das Comunicações";434;497;497;2383
2012;5659737846;1485940033;185972583;4401341;"Ministério das Comunicações";434;473;515;2271
2013;5338799923;1630145807;156269148;8332746;"Ministério das Comunicações";434;525;516;2299
2014;13099967863;1898721950;129127111;4295259;"Ministério das Comunicações";434;512;505;2404
2015;11203057174;1942289092;81113931;1705344;"Ministério das Comunicações";434;503;485;2440
2016;6642511995;2329753568;40824850;4860644;"Ministério das Comunicações";434;NA;NA;NA
2017;NA;NA;NA;NA;"Ministério das Comunicações";434;NA;NA;NA
2018;NA;NA;NA;NA;"Ministério das Comunicações";434;NA;NA;NA
2019;NA;NA;NA;NA;"Ministério das Comunicações";434;NA;NA;NA
2020;NA;NA;NA;NA;"Ministério das Comunicações";434;NA;NA;NA
2000;325449005;225411232;65698096;26804478;"Ministério da Cultura";423;145;214;2539
2001;365588537;238860722;68421060;20243158;"Ministério da Cultura";423;150;208;2508
2002;415231962;245792772;100678078;12314840;"Ministério da Cultura";423;151;187;2477
2003;397424726;227507371;81905305;5829673;"Ministério da Cultura";423;158;219;2391
2004;523658926;308432352;97761116;12665068;"Ministério da Cultura";423;252;254;2589
2005;670823593;403276986;129199915;37777160;"Ministério da Cultura";423;258;254;2591
2006;787585683;474095701;147996602;28874049;"Ministério da Cultura";423;281;250;2960
2007;1077744578;497484984;271167573;27379005;"Ministério da Cultura";423;292;255;2976
2008;1334519461;631120034;263106067;23449591;"Ministério da Cultura";423;299;243;2946
2009;1389828988;795719115;206370091;21735531;"Ministério da Cultura";423;366;302;3157
2010;2292155141;920332559;436228889;49887586;"Ministério da Cultura";423;473;379;3774
2011;2168483220;759486890;516823037;20926487;"Ministério da Cultura";423;479;376;3724
2012;3025690190;988126694;898416372;85102047;"Ministério da Cultura";423;492;355;3612
2013;3387770611;1009012354;1078491053;108049706;"Ministério da Cultura";423;634;353;3775
2014;3327434400;1054817413;510507202;30968628;"Ministério da Cultura";423;654;373;3851
2015;3364096163;1014871065;380554371;37790855;"Ministério da Cultura";423;641;338;3832
2016;2587463803;1114839004;204649996;68894971;"Ministério da Cultura";423;537;263;3536
2017;2647913077;1200838601;234113246;82911059;"Ministério da Cultura";423;552;250;NA
2018;2618581906;1167182603;217984471;100595011;"Ministério da Cultura";423;524;231;NA
2019;NA;NA;NA;NA;"Ministério da Cultura";423;NA;NA;NA
2020;NA;NA;NA;NA;"Ministério da Cultura";423;NA;NA;NA
2000;893418000;575009695;200919070;83366815;"Ministério do Meio Ambiente";442;2231;3608;5644
2000;893418000;575009695;200919070;83366815;"Ministério do Meio Ambiente";442;2231;3608;4795
2001;1248137268;793321523;264155268;110481659;"Ministério do Meio Ambiente";442;2491;3967;6409
2001;1248137268;793321523;264155268;110481659;"Ministério do Meio Ambiente";442;2491;3967;4724
2002;1661617646;798574845;530058917;55928205;"Ministério do Meio Ambiente";442;3128;4024;7115
2002;1661617646;798574845;530058917;55928205;"Ministério do Meio Ambiente";442;3128;4024;4882
2003;1503793146;791445235;258749636;17395264;"Ministério do Meio Ambiente";442;3202;4112;7242
2003;1503793146;791445235;258749636;17395264;"Ministério do Meio Ambiente";442;3202;4112;3878
2004;1774172534;971265513;120212143;21395313;"Ministério do Meio Ambiente";442;3823;4099;7894
2004;1774172534;971265513;120212143;21395313;"Ministério do Meio Ambiente";442;3823;4099;4348
2005;2244690389;1040612166;134254503;21903205;"Ministério do Meio Ambiente";442;4307;3759;8013
2005;2244690389;1040612166;134254503;21903205;"Ministério do Meio Ambiente";442;4307;3759;4651
2006;2391458395;1205785912;122747390;37633998;"Ministério do Meio Ambiente";442;4274;4193;8469
2006;2391458395;1205785912;122747390;37633998;"Ministério do Meio Ambiente";442;4274;4193;5337
2007;2799755678;1370670707;93423114;15986107;"Ministério do Meio Ambiente";442;4501;4038;8559
2007;2799755678;1370670707;93423114;15986107;"Ministério do Meio Ambiente";442;4501;4038;5454
2008;3158687104;1426282601;158143602;14591289;"Ministério do Meio Ambiente";442;4554;4972;9511
2008;3158687104;1426282601;158143602;14591289;"Ministério do Meio Ambiente";442;4554;4972;5254
2009;3523290327;1553352760;101423436;7011717;"Ministério do Meio Ambiente";442;5088;4417;9481
2009;3523290327;1553352760;101423436;7011717;"Ministério do Meio Ambiente";442;5088;4417;5895
2010;3871481051;1818082901;94190949;15512377;"Ministério do Meio Ambiente";442;5040;4661;9973
2010;3871481051;1818082901;94190949;15512377;"Ministério do Meio Ambiente";442;5040;4661;6140
2011;3703330787;2049169869;165186411;24169000;"Ministério do Meio Ambiente";442;4883;4212;9357
2011;3703330787;2049169869;165186411;24169000;"Ministério do Meio Ambiente";442;4883;4212;6136
2012;3877384466;2023898810;262647759;12102800;"Ministério do Meio Ambiente";442;4805;3771;8865
2012;3877384466;2023898810;262647759;12102800;"Ministério do Meio Ambiente";442;4805;3771;6002
2013;4695275887;2252969280;196461868;26149758;"Ministério do Meio Ambiente";442;4930;3698;8884
2013;4695275887;2252969280;196461868;26149758;"Ministério do Meio Ambiente";442;4930;3698;6264
2014;3316215388;2410630337;201593570;23653869;"Ministério do Meio Ambiente";442;4975;3835;8914
2014;3316215388;2410630337;201593570;23653869;"Ministério do Meio Ambiente";442;4975;3835;6434
2015;3331061237;2484340581;162166571;14166576;"Ministério do Meio Ambiente";442;4803;3717;8639
2015;3331061237;2484340581;162166571;14166576;"Ministério do Meio Ambiente";442;4803;3717;6251
2016;3137805790;2619154559;108486248;4031045;"Ministério do Meio Ambiente";442;4854;2705;7709
2016;3137805790;2619154559;108486248;4031045;"Ministério do Meio Ambiente";442;4854;2705;6037
2017;3926652505;3009084787;197389726;27944609;"Ministério do Meio Ambiente";442;4816;2219;NA
2018;3379813136;2564001689;102085005;28200928;"Ministério do Meio Ambiente";442;4698;2403;NA
2019;3626450439;2392841139;151358006;9890475;"Ministério do Meio Ambiente";442;4258;2010;NA
2020;2963154740;2163255380;72037340;2599567;"Ministério do Meio Ambiente";442;4240;2936;NA
2000;1655914296;1381872941;45789647;22107179;"Ministério do Planejamento, Orçamento e Gestão";444;1;1;13868
2000;1655914296;1381872941;45789647;22107179;"Ministério do Planejamento, Orçamento e Gestão";444;2592;2820;13868
2001;1508194331;1323412640;21186379;11718862;"Ministério do Planejamento, Orçamento e Gestão";444;1;NA;13783
2001;1508194331;1323412640;21186379;11718862;"Ministério do Planejamento, Orçamento e Gestão";444;2717;2636;13783
2002;1720718879;1463444409;15470199;1903931;"Ministério do Planejamento, Orçamento e Gestão";444;NA;1;14079
2002;1720718879;1463444409;15470199;1903931;"Ministério do Planejamento, Orçamento e Gestão";444;2754;2343;14079
2003;1770568831;1565103346;10892509;2323477;"Ministério do Planejamento, Orçamento e Gestão";444;2761;2883;14259
2004;2316850948;1518679145;26623751;6300374;"Ministério do Planejamento, Orçamento e Gestão";444;2624;2176;12932
2005;2199280761;1673580402;30826785;2453189;"Ministério do Planejamento, Orçamento e Gestão";444;2601;2096;14550
2006;2630416403;2153518142;177777378;16319680;"Ministério do Planejamento, Orçamento e Gestão";444;2909;2051;16235
